,country,most_important_feature,feature_value,# functioning,# not functioning,percentage_broken
5402,Malawi,lat_deg,-15.6438,2.0,,
5403,Malawi,lat_deg,-15.6436,2.0,,
5404,Malawi,lat_deg,-15.6434,1.0,,
5405,Malawi,lat_deg,-15.6433,1.0,,
5406,Malawi,lat_deg,-15.642999999999999,1.0,,
5407,Malawi,lat_deg,-15.6424,2.0,,
5408,Malawi,lat_deg,-15.6422,1.0,,
5409,Malawi,lat_deg,-15.6421,1.0,,
5410,Malawi,lat_deg,-15.6414,1.0,,
5411,Malawi,lat_deg,-15.6413,1.0,,
5412,Malawi,lat_deg,-15.640999999999998,1.0,,
5413,Malawi,lat_deg,-15.6409,1.0,,
5414,Malawi,lat_deg,-15.6403,1.0,,
5415,Malawi,lat_deg,-15.6401,1.0,,
5416,Malawi,lat_deg,-15.6394,1.0,,
5417,Malawi,lat_deg,-15.6392,2.0,,
5418,Malawi,lat_deg,-15.6391,1.0,,
5419,Malawi,lat_deg,-15.639000000000001,2.0,,
5420,Malawi,lat_deg,-15.6389,1.0,,
5421,Malawi,lat_deg,-15.6386,1.0,,
5422,Malawi,lat_deg,-15.6383,2.0,,
5423,Malawi,lat_deg,-15.6381,1.0,,
5424,Malawi,lat_deg,-15.6379,1.0,,
5425,Malawi,lat_deg,-15.6377,1.0,,
5426,Malawi,lat_deg,-15.6372,2.0,,
5427,Malawi,lat_deg,-15.6364,1.0,,
5428,Malawi,lat_deg,-15.6355,1.0,,
5429,Malawi,lat_deg,-15.6344,1.0,,
5430,Malawi,lat_deg,-15.6337,1.0,,
5431,Malawi,lat_deg,-15.6329,1.0,,
5432,Malawi,lat_deg,-15.6326,2.0,,
5433,Malawi,lat_deg,-15.6325,2.0,,
5434,Malawi,lat_deg,-15.6321,1.0,,
5435,Malawi,lat_deg,-15.632,2.0,,
5436,Malawi,lat_deg,-15.6317,1.0,,
5437,Malawi,lat_deg,-15.6311,1.0,,
5438,Malawi,lat_deg,-15.6306,1.0,,
5439,Malawi,lat_deg,-15.6303,1.0,,
5440,Malawi,lat_deg,-15.6302,1.0,,
5441,Malawi,lat_deg,-15.6299,1.0,,
5442,Malawi,lat_deg,-15.6298,2.0,,
5443,Malawi,lat_deg,-15.6292,1.0,,
5444,Malawi,lat_deg,-15.6289,1.0,,
5445,Malawi,lat_deg,-15.6281,1.0,,
5446,Malawi,lat_deg,-15.6277,2.0,,
5447,Malawi,lat_deg,-15.6273,1.0,,
5448,Malawi,lat_deg,-15.6269,1.0,,
5449,Malawi,lat_deg,-15.6268,1.0,,
5450,Malawi,lat_deg,-15.6262,1.0,,
5451,Malawi,lat_deg,-15.6254,1.0,,
5452,Malawi,lat_deg,-15.6251,1.0,,
5453,Malawi,lat_deg,-15.6249,1.0,,
5454,Malawi,lat_deg,-15.6242,1.0,,
5455,Malawi,lat_deg,-15.6238,1.0,,
5456,Malawi,lat_deg,-15.6237,3.0,,
5457,Malawi,lat_deg,-15.6229,1.0,,
5458,Malawi,lat_deg,-15.6226,1.0,,
5459,Malawi,lat_deg,-15.6225,1.0,,
5460,Malawi,lat_deg,-15.6223,1.0,,
5461,Malawi,lat_deg,-15.6222,1.0,,
5462,Malawi,lat_deg,-15.622,1.0,,
5463,Malawi,lat_deg,-15.6219,1.0,,
5464,Malawi,lat_deg,-15.6216,1.0,,
5465,Malawi,lat_deg,-15.6213,1.0,,
5466,Malawi,lat_deg,-15.6211,1.0,,
5467,Malawi,lat_deg,-15.6208,1.0,,
5468,Malawi,lat_deg,-15.6203,1.0,,
5469,Malawi,lat_deg,-15.62,1.0,,
5470,Malawi,lat_deg,-15.6199,2.0,,
5471,Malawi,lat_deg,-15.6197,1.0,,
5472,Malawi,lat_deg,-15.6194,2.0,,
5473,Malawi,lat_deg,-15.6193,2.0,,
5474,Malawi,lat_deg,-15.6183,1.0,,
5475,Malawi,lat_deg,-15.6173,1.0,,
5476,Malawi,lat_deg,-15.6171,1.0,,
5477,Malawi,lat_deg,-15.617,2.0,,
5478,Malawi,lat_deg,-15.6169,1.0,,
5479,Malawi,lat_deg,-15.6168,1.0,,
5480,Malawi,lat_deg,-15.6166,1.0,,
5481,Malawi,lat_deg,-15.6165,1.0,,
5482,Malawi,lat_deg,-15.6164,1.0,,
5483,Malawi,lat_deg,-15.6163,2.0,,
5484,Malawi,lat_deg,-15.6162,1.0,,
5485,Malawi,lat_deg,-15.616,1.0,,
5486,Malawi,lat_deg,-15.6152,1.0,,
5487,Malawi,lat_deg,-15.6151,1.0,,
5488,Malawi,lat_deg,-15.6143,1.0,,
5489,Malawi,lat_deg,-15.6142,1.0,,
5490,Malawi,lat_deg,-15.6141,1.0,,
5491,Malawi,lat_deg,-15.6137,1.0,,
5492,Malawi,lat_deg,-15.6134,2.0,,
5493,Malawi,lat_deg,-15.6133,1.0,,
5494,Malawi,lat_deg,-15.613,2.0,,
5495,Malawi,lat_deg,-15.6129,1.0,,
5496,Malawi,lat_deg,-15.6126,3.0,,
5497,Malawi,lat_deg,-15.612,1.0,,
5498,Malawi,lat_deg,-15.6118,1.0,,
5499,Malawi,lat_deg,-15.6117,3.0,,
5500,Malawi,lat_deg,-15.6114,1.0,,
5501,Malawi,lat_deg,-15.610999999999999,1.0,,
5502,Malawi,lat_deg,-15.6108,2.0,,
5503,Malawi,lat_deg,-15.6104,1.0,,
5504,Malawi,lat_deg,-15.6103,1.0,,
5505,Malawi,lat_deg,-15.6102,2.0,,
5506,Malawi,lat_deg,-15.6096,1.0,,
5507,Malawi,lat_deg,-15.6095,1.0,,
5508,Malawi,lat_deg,-15.6093,1.0,,
5509,Malawi,lat_deg,-15.6084,1.0,,
5510,Malawi,lat_deg,-15.6083,1.0,,
5511,Malawi,lat_deg,-15.6076,1.0,,
5512,Malawi,lat_deg,-15.6075,1.0,,
5513,Malawi,lat_deg,-15.6074,1.0,,
5514,Malawi,lat_deg,-15.6072,1.0,,
5515,Malawi,lat_deg,-15.6071,3.0,,
5516,Malawi,lat_deg,-15.607000000000001,1.0,,
5517,Malawi,lat_deg,-15.6069,1.0,,
5518,Malawi,lat_deg,-15.6065,1.0,,
5519,Malawi,lat_deg,-15.6056,4.0,,
5520,Malawi,lat_deg,-15.6055,1.0,,
5521,Malawi,lat_deg,-15.6053,1.0,,
5522,Malawi,lat_deg,-15.6051,2.0,,
5523,Malawi,lat_deg,-15.6049,1.0,,
5524,Malawi,lat_deg,-15.6047,1.0,,
5525,Malawi,lat_deg,-15.6043,1.0,,
5526,Malawi,lat_deg,-15.6042,1.0,,
5527,Malawi,lat_deg,-15.6041,2.0,,
5528,Malawi,lat_deg,-15.604000000000001,1.0,,
5529,Malawi,lat_deg,-15.6031,1.0,,
5530,Malawi,lat_deg,-15.6026,1.0,,
5531,Malawi,lat_deg,-15.6024,1.0,,
5532,Malawi,lat_deg,-15.6023,1.0,,
5533,Malawi,lat_deg,-15.6021,1.0,,
5534,Malawi,lat_deg,-15.602,1.0,,
5535,Malawi,lat_deg,-15.6019,1.0,,
5536,Malawi,lat_deg,-15.6015,1.0,,
5537,Malawi,lat_deg,-15.6012,2.0,,
5538,Malawi,lat_deg,-15.6011,1.0,,
5539,Malawi,lat_deg,-15.6005,2.0,,
5540,Malawi,lat_deg,-15.6002,1.0,,
5541,Malawi,lat_deg,-15.6001,1.0,,
5542,Malawi,lat_deg,-15.6,1.0,,
5543,Malawi,lat_deg,-15.5998,1.0,,
5544,Malawi,lat_deg,-15.5992,1.0,,
5545,Malawi,lat_deg,-15.5991,3.0,,
5546,Malawi,lat_deg,-15.599,2.0,,
5547,Malawi,lat_deg,-15.5987,2.0,,
5548,Malawi,lat_deg,-15.5986,1.0,,
5549,Malawi,lat_deg,-15.5985,1.0,,
5550,Malawi,lat_deg,-15.5984,1.0,,
5551,Malawi,lat_deg,-15.5982,1.0,,
5552,Malawi,lat_deg,-15.5978,1.0,,
5553,Malawi,lat_deg,-15.5976,1.0,,
5554,Malawi,lat_deg,-15.5975,1.0,,
5555,Malawi,lat_deg,-15.597000000000001,1.0,,
5556,Malawi,lat_deg,-15.5965,2.0,,
5557,Malawi,lat_deg,-15.5962,1.0,,
5558,Malawi,lat_deg,-15.595999999999998,2.0,,
5559,Malawi,lat_deg,-15.5954,2.0,,
5560,Malawi,lat_deg,-15.5952,1.0,,
5561,Malawi,lat_deg,-15.595,2.0,,
5562,Malawi,lat_deg,-15.5949,1.0,,
5563,Malawi,lat_deg,-15.5948,1.0,,
5564,Malawi,lat_deg,-15.5945,1.0,,
5565,Malawi,lat_deg,-15.5944,1.0,,
5566,Malawi,lat_deg,-15.5942,1.0,,
5567,Malawi,lat_deg,-15.594000000000001,1.0,,
5568,Malawi,lat_deg,-15.5938,1.0,,
5569,Malawi,lat_deg,-15.5937,1.0,,
5570,Malawi,lat_deg,-15.5934,1.0,,
5571,Malawi,lat_deg,-15.5932,1.0,,
5572,Malawi,lat_deg,-15.5927,1.0,,
5573,Malawi,lat_deg,-15.5923,1.0,,
5574,Malawi,lat_deg,-15.5921,3.0,,
5575,Malawi,lat_deg,-15.592,1.0,,
5576,Malawi,lat_deg,-15.5919,1.0,,
5577,Malawi,lat_deg,-15.5916,1.0,,
5578,Malawi,lat_deg,-15.5914,1.0,,
5579,Malawi,lat_deg,-15.5912,1.0,,
5580,Malawi,lat_deg,-15.5911,1.0,,
5581,Malawi,lat_deg,-15.5904,2.0,,
5582,Malawi,lat_deg,-15.5896,1.0,,
5583,Malawi,lat_deg,-15.5895,1.0,,
5584,Malawi,lat_deg,-15.5893,2.0,,
5585,Malawi,lat_deg,-15.5892,2.0,,
5586,Malawi,lat_deg,-15.5889,1.0,,
5587,Malawi,lat_deg,-15.5886,1.0,,
5588,Malawi,lat_deg,-15.5885,1.0,,
5589,Malawi,lat_deg,-15.5881,2.0,,
5590,Malawi,lat_deg,-15.588,1.0,,
5591,Malawi,lat_deg,-15.5879,1.0,,
5592,Malawi,lat_deg,-15.5877,3.0,,
5593,Malawi,lat_deg,-15.5874,1.0,,
5594,Malawi,lat_deg,-15.5868,1.0,,
5595,Malawi,lat_deg,-15.5867,1.0,,
5596,Malawi,lat_deg,-15.5866,1.0,,
5597,Malawi,lat_deg,-15.5865,1.0,,
5598,Malawi,lat_deg,-15.5861,1.0,,
5599,Malawi,lat_deg,-15.5859,2.0,,
5600,Malawi,lat_deg,-15.5858,1.0,,
5601,Malawi,lat_deg,-15.5853,1.0,,
5602,Malawi,lat_deg,-15.5852,1.0,,
5603,Malawi,lat_deg,-15.5849,2.0,,
5604,Malawi,lat_deg,-15.5844,1.0,,
5605,Malawi,lat_deg,-15.5841,1.0,,
5606,Malawi,lat_deg,-15.5839,1.0,,
5607,Malawi,lat_deg,-15.5836,1.0,,
5608,Malawi,lat_deg,-15.583,1.0,,
5609,Malawi,lat_deg,-15.5829,1.0,,
5610,Malawi,lat_deg,-15.5826,1.0,,
5611,Malawi,lat_deg,-15.5824,1.0,,
5612,Malawi,lat_deg,-15.5818,1.0,,
5613,Malawi,lat_deg,-15.5815,1.0,,
5614,Malawi,lat_deg,-15.5812,1.0,,
5615,Malawi,lat_deg,-15.5811,1.0,,
5616,Malawi,lat_deg,-15.5805,2.0,,
5617,Malawi,lat_deg,-15.5802,1.0,,
5618,Malawi,lat_deg,-15.5801,2.0,,
5619,Malawi,lat_deg,-15.58,1.0,,
5620,Malawi,lat_deg,-15.5796,2.0,,
5621,Malawi,lat_deg,-15.5795,2.0,,
5622,Malawi,lat_deg,-15.5793,1.0,,
5623,Malawi,lat_deg,-15.5792,1.0,,
5624,Malawi,lat_deg,-15.5789,1.0,,
5625,Malawi,lat_deg,-15.5788,2.0,,
5626,Malawi,lat_deg,-15.5786,2.0,,
5627,Malawi,lat_deg,-15.5784,1.0,,
5628,Malawi,lat_deg,-15.5783,2.0,,
5629,Malawi,lat_deg,-15.5779,1.0,,
5630,Malawi,lat_deg,-15.5777,1.0,,
5631,Malawi,lat_deg,-15.5776,1.0,,
5632,Malawi,lat_deg,-15.577,1.0,,
5633,Malawi,lat_deg,-15.5768,1.0,,
5634,Malawi,lat_deg,-15.5764,1.0,,
5635,Malawi,lat_deg,-15.5763,2.0,,
5636,Malawi,lat_deg,-15.5761,1.0,,
5637,Malawi,lat_deg,-15.575999999999999,1.0,,
5638,Malawi,lat_deg,-15.5757,1.0,,
5639,Malawi,lat_deg,-15.5756,1.0,,
5640,Malawi,lat_deg,-15.5752,2.0,,
5641,Malawi,lat_deg,-15.5749,1.0,,
5642,Malawi,lat_deg,-15.5746,1.0,,
5643,Malawi,lat_deg,-15.5741,1.0,,
5644,Malawi,lat_deg,-15.574000000000002,1.0,,
5645,Malawi,lat_deg,-15.5739,4.0,,
5646,Malawi,lat_deg,-15.5735,1.0,,
5647,Malawi,lat_deg,-15.5734,1.0,,
5648,Malawi,lat_deg,-15.573,2.0,,
5649,Malawi,lat_deg,-15.5729,1.0,,
5650,Malawi,lat_deg,-15.5724,1.0,,
5651,Malawi,lat_deg,-15.5722,1.0,,
5652,Malawi,lat_deg,-15.5721,1.0,,
5653,Malawi,lat_deg,-15.5716,1.0,,
5654,Malawi,lat_deg,-15.571,1.0,,
5655,Malawi,lat_deg,-15.5709,1.0,,
5656,Malawi,lat_deg,-15.5707,2.0,,
5657,Malawi,lat_deg,-15.5704,1.0,,
5658,Malawi,lat_deg,-15.5703,1.0,,
5659,Malawi,lat_deg,-15.5702,3.0,,
5660,Malawi,lat_deg,-15.5697,1.0,,
5661,Malawi,lat_deg,-15.569,2.0,,
5662,Malawi,lat_deg,-15.5685,1.0,,
5663,Malawi,lat_deg,-15.5684,1.0,,
5664,Malawi,lat_deg,-15.568,1.0,,
5665,Malawi,lat_deg,-15.5679,2.0,,
5666,Malawi,lat_deg,-15.5674,1.0,,
5667,Malawi,lat_deg,-15.5673,1.0,,
5668,Malawi,lat_deg,-15.5672,1.0,,
5669,Malawi,lat_deg,-15.567,1.0,,
5670,Malawi,lat_deg,-15.5666,2.0,,
5671,Malawi,lat_deg,-15.5665,1.0,,
5672,Malawi,lat_deg,-15.5664,1.0,,
5673,Malawi,lat_deg,-15.5663,3.0,,
5674,Malawi,lat_deg,-15.5662,1.0,,
5675,Malawi,lat_deg,-15.565999999999999,2.0,,
5676,Malawi,lat_deg,-15.5659,5.0,,
5677,Malawi,lat_deg,-15.5658,1.0,,
5678,Malawi,lat_deg,-15.5657,1.0,,
5679,Malawi,lat_deg,-15.5656,1.0,,
5680,Malawi,lat_deg,-15.5655,1.0,,
5681,Malawi,lat_deg,-15.5654,1.0,,
5682,Malawi,lat_deg,-15.5652,1.0,,
5683,Malawi,lat_deg,-15.5649,1.0,,
5684,Malawi,lat_deg,-15.5648,1.0,,
5685,Malawi,lat_deg,-15.5647,1.0,,
5686,Malawi,lat_deg,-15.5643,1.0,,
5687,Malawi,lat_deg,-15.5642,2.0,,
5688,Malawi,lat_deg,-15.564,2.0,,
5689,Malawi,lat_deg,-15.5639,2.0,,
5690,Malawi,lat_deg,-15.5634,1.0,,
5691,Malawi,lat_deg,-15.5631,2.0,,
5692,Malawi,lat_deg,-15.5628,3.0,,
5693,Malawi,lat_deg,-15.5627,2.0,,
5694,Malawi,lat_deg,-15.5625,2.0,,
5695,Malawi,lat_deg,-15.5624,1.0,,
5696,Malawi,lat_deg,-15.5623,1.0,,
5697,Malawi,lat_deg,-15.5621,1.0,,
5698,Malawi,lat_deg,-15.5618,2.0,,
5699,Malawi,lat_deg,-15.5616,2.0,,
5700,Malawi,lat_deg,-15.5615,1.0,,
5701,Malawi,lat_deg,-15.5614,1.0,,
5702,Malawi,lat_deg,-15.5613,3.0,,
5703,Malawi,lat_deg,-15.5612,3.0,,
5704,Malawi,lat_deg,-15.5611,1.0,,
5705,Malawi,lat_deg,-15.5608,1.0,,
5706,Malawi,lat_deg,-15.5605,1.0,,
5707,Malawi,lat_deg,-15.5604,3.0,,
5708,Malawi,lat_deg,-15.5603,3.0,,
5709,Malawi,lat_deg,-15.5602,1.0,,
5710,Malawi,lat_deg,-15.5601,1.0,,
5711,Malawi,lat_deg,-15.5599,2.0,,
5712,Malawi,lat_deg,-15.5597,1.0,,
5713,Malawi,lat_deg,-15.5596,2.0,,
5714,Malawi,lat_deg,-15.5593,1.0,,
5715,Malawi,lat_deg,-15.5591,1.0,,
5716,Malawi,lat_deg,-15.5589,1.0,,
5717,Malawi,lat_deg,-15.5588,1.0,,
5718,Malawi,lat_deg,-15.5587,1.0,,
5719,Malawi,lat_deg,-15.5584,1.0,,
5720,Malawi,lat_deg,-15.5583,1.0,,
5721,Malawi,lat_deg,-15.5581,1.0,,
5722,Malawi,lat_deg,-15.558,3.0,,
5723,Malawi,lat_deg,-15.5577,1.0,,
5724,Malawi,lat_deg,-15.5576,2.0,,
5725,Malawi,lat_deg,-15.5574,1.0,,
5726,Malawi,lat_deg,-15.5573,2.0,,
5727,Malawi,lat_deg,-15.5571,1.0,,
5728,Malawi,lat_deg,-15.5568,3.0,,
5729,Malawi,lat_deg,-15.5567,1.0,,
5730,Malawi,lat_deg,-15.5565,3.0,,
5731,Malawi,lat_deg,-15.5563,1.0,,
5732,Malawi,lat_deg,-15.5562,1.0,,
5733,Malawi,lat_deg,-15.5561,2.0,,
5734,Malawi,lat_deg,-15.5556,2.0,,
5735,Malawi,lat_deg,-15.5555,1.0,,
5736,Malawi,lat_deg,-15.5554,1.0,,
5737,Malawi,lat_deg,-15.5553,1.0,,
5738,Malawi,lat_deg,-15.5552,2.0,,
5739,Malawi,lat_deg,-15.5551,1.0,,
5740,Malawi,lat_deg,-15.5549,1.0,,
5741,Malawi,lat_deg,-15.5545,3.0,,
5742,Malawi,lat_deg,-15.5543,1.0,,
5743,Malawi,lat_deg,-15.5542,1.0,,
5744,Malawi,lat_deg,-15.5541,1.0,,
5745,Malawi,lat_deg,-15.5539,1.0,,
5746,Malawi,lat_deg,-15.5537,1.0,,
5747,Malawi,lat_deg,-15.5531,2.0,,
5748,Malawi,lat_deg,-15.552999999999999,1.0,,
5749,Malawi,lat_deg,-15.5529,3.0,,
5750,Malawi,lat_deg,-15.5528,1.0,,
5751,Malawi,lat_deg,-15.5526,2.0,,
5752,Malawi,lat_deg,-15.5525,2.0,,
5753,Malawi,lat_deg,-15.5523,2.0,,
5754,Malawi,lat_deg,-15.552,4.0,,
5755,Malawi,lat_deg,-15.5519,2.0,,
5756,Malawi,lat_deg,-15.5517,2.0,,
5757,Malawi,lat_deg,-15.5514,1.0,,
5758,Malawi,lat_deg,-15.5512,2.0,,
5759,Malawi,lat_deg,-15.5511,1.0,,
5760,Malawi,lat_deg,-15.550999999999998,1.0,,
5761,Malawi,lat_deg,-15.5509,2.0,,
5762,Malawi,lat_deg,-15.5508,2.0,,
5763,Malawi,lat_deg,-15.5504,1.0,,
5764,Malawi,lat_deg,-15.5499,1.0,,
5765,Malawi,lat_deg,-15.5498,4.0,,
5766,Malawi,lat_deg,-15.5496,2.0,,
5767,Malawi,lat_deg,-15.5494,1.0,,
5768,Malawi,lat_deg,-15.5493,1.0,,
5769,Malawi,lat_deg,-15.5491,1.0,,
5770,Malawi,lat_deg,-15.5489,1.0,,
5771,Malawi,lat_deg,-15.5488,1.0,,
5772,Malawi,lat_deg,-15.5484,1.0,,
5773,Malawi,lat_deg,-15.5481,1.0,,
5774,Malawi,lat_deg,-15.5477,1.0,,
5775,Malawi,lat_deg,-15.5476,1.0,,
5776,Malawi,lat_deg,-15.5471,2.0,,
5777,Malawi,lat_deg,-15.5468,1.0,,
5778,Malawi,lat_deg,-15.5466,1.0,,
5779,Malawi,lat_deg,-15.5465,1.0,,
5780,Malawi,lat_deg,-15.5464,3.0,,
5781,Malawi,lat_deg,-15.5463,3.0,,
5782,Malawi,lat_deg,-15.546,1.0,,
5783,Malawi,lat_deg,-15.5459,1.0,,
5784,Malawi,lat_deg,-15.5454,1.0,,
5785,Malawi,lat_deg,-15.5452,1.0,,
5786,Malawi,lat_deg,-15.5451,3.0,,
5787,Malawi,lat_deg,-15.545,2.0,,
5788,Malawi,lat_deg,-15.5449,2.0,,
5789,Malawi,lat_deg,-15.5448,2.0,,
5790,Malawi,lat_deg,-15.5446,1.0,,
5791,Malawi,lat_deg,-15.5445,2.0,,
5792,Malawi,lat_deg,-15.5444,1.0,,
5793,Malawi,lat_deg,-15.5443,1.0,,
5794,Malawi,lat_deg,-15.5442,2.0,,
5795,Malawi,lat_deg,-15.5441,1.0,,
5796,Malawi,lat_deg,-15.544,2.0,,
5797,Malawi,lat_deg,-15.5439,1.0,,
5798,Malawi,lat_deg,-15.5438,1.0,,
5799,Malawi,lat_deg,-15.5437,2.0,,
5800,Malawi,lat_deg,-15.5436,2.0,,
5801,Malawi,lat_deg,-15.5434,1.0,,
5802,Malawi,lat_deg,-15.5433,1.0,,
5803,Malawi,lat_deg,-15.543,1.0,,
5804,Malawi,lat_deg,-15.5429,1.0,,
5805,Malawi,lat_deg,-15.5428,1.0,,
5806,Malawi,lat_deg,-15.5427,1.0,,
5807,Malawi,lat_deg,-15.5421,1.0,,
5808,Malawi,lat_deg,-15.542,1.0,,
5809,Malawi,lat_deg,-15.5418,1.0,,
5810,Malawi,lat_deg,-15.5417,1.0,,
5811,Malawi,lat_deg,-15.5416,2.0,,
5812,Malawi,lat_deg,-15.5415,2.0,,
5813,Malawi,lat_deg,-15.5413,1.0,,
5814,Malawi,lat_deg,-15.5412,1.0,,
5815,Malawi,lat_deg,-15.5409,2.0,,
5816,Malawi,lat_deg,-15.5408,3.0,,
5817,Malawi,lat_deg,-15.5402,1.0,,
5818,Malawi,lat_deg,-15.5398,3.0,,
5819,Malawi,lat_deg,-15.5396,2.0,,
5820,Malawi,lat_deg,-15.5394,1.0,,
5821,Malawi,lat_deg,-15.539000000000001,1.0,,
5822,Malawi,lat_deg,-15.5389,1.0,,
5823,Malawi,lat_deg,-15.5388,3.0,,
5824,Malawi,lat_deg,-15.5386,1.0,,
5825,Malawi,lat_deg,-15.5385,2.0,,
5826,Malawi,lat_deg,-15.5383,2.0,,
5827,Malawi,lat_deg,-15.5382,1.0,,
5828,Malawi,lat_deg,-15.5381,2.0,,
5829,Malawi,lat_deg,-15.538,1.0,,
5830,Malawi,lat_deg,-15.5378,1.0,,
5831,Malawi,lat_deg,-15.5377,1.0,,
5832,Malawi,lat_deg,-15.5372,1.0,,
5833,Malawi,lat_deg,-15.5371,1.0,,
5834,Malawi,lat_deg,-15.537,2.0,,
5835,Malawi,lat_deg,-15.5369,1.0,,
5836,Malawi,lat_deg,-15.5367,1.0,,
5837,Malawi,lat_deg,-15.5366,4.0,,
5838,Malawi,lat_deg,-15.5365,1.0,,
5839,Malawi,lat_deg,-15.5364,2.0,,
5840,Malawi,lat_deg,-15.5363,3.0,,
5841,Malawi,lat_deg,-15.5361,1.0,,
5842,Malawi,lat_deg,-15.536,1.0,,
5843,Malawi,lat_deg,-15.5359,1.0,,
5844,Malawi,lat_deg,-15.5357,2.0,,
5845,Malawi,lat_deg,-15.5355,1.0,,
5846,Malawi,lat_deg,-15.5354,2.0,,
5847,Malawi,lat_deg,-15.5352,1.0,,
5848,Malawi,lat_deg,-15.535,1.0,,
5849,Malawi,lat_deg,-15.5347,1.0,,
5850,Malawi,lat_deg,-15.5346,2.0,,
5851,Malawi,lat_deg,-15.5345,1.0,,
5852,Malawi,lat_deg,-15.5343,1.0,,
5853,Malawi,lat_deg,-15.5342,2.0,,
5854,Malawi,lat_deg,-15.5341,1.0,,
5855,Malawi,lat_deg,-15.534,2.0,,
5856,Malawi,lat_deg,-15.5339,1.0,,
5857,Malawi,lat_deg,-15.5338,2.0,,
5858,Malawi,lat_deg,-15.5335,1.0,,
5859,Malawi,lat_deg,-15.5332,2.0,,
5860,Malawi,lat_deg,-15.5331,2.0,,
5861,Malawi,lat_deg,-15.533,3.0,,
5862,Malawi,lat_deg,-15.5329,2.0,,
5863,Malawi,lat_deg,-15.5328,1.0,,
5864,Malawi,lat_deg,-15.5327,4.0,,
5865,Malawi,lat_deg,-15.5326,2.0,,
5866,Malawi,lat_deg,-15.5325,2.0,,
5867,Malawi,lat_deg,-15.5324,2.0,,
5868,Malawi,lat_deg,-15.5322,2.0,,
5869,Malawi,lat_deg,-15.532,3.0,,
5870,Malawi,lat_deg,-15.5319,3.0,,
5871,Malawi,lat_deg,-15.5318,1.0,,
5872,Malawi,lat_deg,-15.5317,3.0,,
5873,Malawi,lat_deg,-15.5316,1.0,,
5874,Malawi,lat_deg,-15.5315,2.0,,
5875,Malawi,lat_deg,-15.5314,1.0,,
5876,Malawi,lat_deg,-15.5313,1.0,,
5877,Malawi,lat_deg,-15.5312,1.0,,
5878,Malawi,lat_deg,-15.5309,2.0,,
5879,Malawi,lat_deg,-15.5307,2.0,,
5880,Malawi,lat_deg,-15.5306,1.0,,
5881,Malawi,lat_deg,-15.5305,2.0,,
5882,Malawi,lat_deg,-15.5304,1.0,,
5883,Malawi,lat_deg,-15.5303,2.0,,
5884,Malawi,lat_deg,-15.5301,3.0,,
5885,Malawi,lat_deg,-15.5298,1.0,,
5886,Malawi,lat_deg,-15.5297,1.0,,
5887,Malawi,lat_deg,-15.5296,4.0,,
5888,Malawi,lat_deg,-15.5295,3.0,,
5889,Malawi,lat_deg,-15.5294,1.0,,
5890,Malawi,lat_deg,-15.5293,3.0,,
5891,Malawi,lat_deg,-15.5292,1.0,,
5892,Malawi,lat_deg,-15.5291,1.0,,
5893,Malawi,lat_deg,-15.529000000000002,1.0,,
5894,Malawi,lat_deg,-15.5289,3.0,,
5895,Malawi,lat_deg,-15.5287,2.0,,
5896,Malawi,lat_deg,-15.5285,2.0,,
5897,Malawi,lat_deg,-15.5284,1.0,,
5898,Malawi,lat_deg,-15.5283,2.0,,
5899,Malawi,lat_deg,-15.5282,1.0,,
5900,Malawi,lat_deg,-15.527999999999999,1.0,,
5901,Malawi,lat_deg,-15.5278,3.0,,
5902,Malawi,lat_deg,-15.5277,2.0,,
5903,Malawi,lat_deg,-15.5276,1.0,,
5904,Malawi,lat_deg,-15.5275,4.0,,
5905,Malawi,lat_deg,-15.5272,1.0,,
5906,Malawi,lat_deg,-15.5271,2.0,,
5907,Malawi,lat_deg,-15.527000000000001,2.0,,
5908,Malawi,lat_deg,-15.5269,1.0,,
5909,Malawi,lat_deg,-15.5268,2.0,,
5910,Malawi,lat_deg,-15.5265,1.0,,
5911,Malawi,lat_deg,-15.5264,1.0,,
5912,Malawi,lat_deg,-15.5263,1.0,,
5913,Malawi,lat_deg,-15.5258,1.0,,
5914,Malawi,lat_deg,-15.5257,3.0,,
5915,Malawi,lat_deg,-15.5256,1.0,,
5916,Malawi,lat_deg,-15.5255,1.0,,
5917,Malawi,lat_deg,-15.5254,1.0,,
5918,Malawi,lat_deg,-15.5252,2.0,,
5919,Malawi,lat_deg,-15.5251,2.0,,
5920,Malawi,lat_deg,-15.525,1.0,,
5921,Malawi,lat_deg,-15.5249,1.0,,
5922,Malawi,lat_deg,-15.5248,3.0,,
5923,Malawi,lat_deg,-15.5247,2.0,,
5924,Malawi,lat_deg,-15.5246,3.0,,
5925,Malawi,lat_deg,-15.5239,2.0,,
5926,Malawi,lat_deg,-15.5237,1.0,,
5927,Malawi,lat_deg,-15.5236,1.0,,
5928,Malawi,lat_deg,-15.5234,1.0,,
5929,Malawi,lat_deg,-15.5233,2.0,,
5930,Malawi,lat_deg,-15.5232,1.0,,
5931,Malawi,lat_deg,-15.5228,1.0,,
5932,Malawi,lat_deg,-15.5227,1.0,,
5933,Malawi,lat_deg,-15.5226,3.0,,
5934,Malawi,lat_deg,-15.5225,2.0,,
5935,Malawi,lat_deg,-15.5223,1.0,,
5936,Malawi,lat_deg,-15.5222,1.0,,
5937,Malawi,lat_deg,-15.5221,1.0,,
